Acceleration   Speed          Height         Time           
29.019         747.0147583    1.597e+004     62.8           
29.042         747.5956029    1.599e+004     62.8           
29.066         748.1769209    1.6e+004       62.9           
29.09          748.758713     1.602e+004     62.9           
29.113         749.3409797    1.603e+004     62.9           
29.137         749.9237216    1.605e+004     62.9           
29.161         750.5069393    1.606e+004     62.9           
29.185         751.0906334    1.608e+004     63             
29.209         751.6748043    1.609e+004     63             
29.232         752.2594528    1.611e+004     63             
29.256         752.8445794    1.613e+004     63             
29.28          753.4301847    1.614e+004     63             
29.304         754.0162693    1.616e+004     63.1           
29.328         754.6028337    1.617e+004     63.1           
29.352         755.1898786    1.619e+004     63.1           
29.376         755.7774045    1.62e+004      63.1           
29.4           756.3654121    1.622e+004     63.1           
29.424         756.9539019    1.623e+004     63.2           
29.449         757.5428745    1.625e+004     63.2           
29.473         758.1323305    1.626e+004     63.2           
29.497         758.7222705    1.628e+004     63.2           
29.521         759.3126951    1.629e+004     63.2           
29.545         759.9036049    1.631e+004     63.3           
29.57          760.4950005    1.632e+004     63.3           
29.594         761.0868825    1.634e+004     63.3           
29.618         761.6792514    1.635e+004     63.3           
29.643         762.272108     1.637e+004     63.3           
29.667         762.8654528    1.638e+004     63.4           
29.692         763.4592863    1.64e+004      63.4           
29.716         764.0536093    1.641e+004     63.4           
29.741         764.6484223    1.643e+004     63.4           
29.765         765.2437259    1.644e+004     63.4           
29.79          765.8395207    1.646e+004     63.5           
29.814         766.4358074    1.647e+004     63.5           
29.839         767.0325865    1.649e+004     63.5           
29.864         767.6298587    1.651e+004     63.5           
29.888         768.2276245    1.652e+004     63.5           
29.913         768.8258846    1.654e+004     63.6           
29.938         769.4246396    1.655e+004     63.6           
29.963         770.0238901    1.657e+004     63.6           
29.987         770.6236368    1.658e+004     63.6           
30.012         771.2238802    1.66e+004      63.6           
30.037         771.824621     1.661e+004     63.7           
30.062         772.4258597    1.663e+004     63.7           
30.087         773.0275971    1.664e+004     63.7           
30.112         773.6298337    1.666e+004     63.7           
30.137         774.2325702    1.667e+004     63.7           
30.162         774.8358071    1.669e+004     63.8           
30.187         775.4395451    1.671e+004     63.8           
30.212         776.0437849    1.672e+004     63.8           
30.237         776.6485271    1.674e+004     63.8           
30.262         777.2537722    1.675e+004     63.8           
30.287         777.859521     1.677e+004     63.9           
30.313         778.465774     1.678e+004     63.9           
30.338         779.072532     1.68e+004      63.9           
30.363         779.6797954    1.681e+004     63.9           
30.388         780.287565     1.683e+004     63.9           
30.414         780.8958415    1.685e+004     64             
30.439         781.5046253    1.686e+004     64             
30.465         782.1139173    1.688e+004     64             
30.49          782.7237179    1.689e+004     64             
30.516         783.3340279    1.691e+004     64             
30.541         783.9448479    1.692e+004     64.1           
30.567         784.5561786    1.694e+004     64.1           
30.592         785.1680206    1.696e+004     64.1           
30.618         785.7803745    1.697e+004     64.1           
30.643         786.393241     1.699e+004     64.1           
30.669         787.0066207    1.7e+004       64.2           
30.695         787.6205143    1.702e+004     64.2           
30.72          788.2349225    1.703e+004     64.2           
30.746         788.8498458    1.705e+004     64.2           
30.772         789.4652851    1.707e+004     64.2           
30.798         790.0812408    1.708e+004     64.3           
30.824         790.6977136    1.71e+004      64.3           
30.85          791.3147043    1.711e+004     64.3           
30.875         791.9322135    1.713e+004     64.3           
30.901         792.5502418    1.715e+004     64.3           
30.927         793.1687899    1.716e+004     64.4           
30.953         793.7878585    1.718e+004     64.4           
30.979         794.4074482    1.719e+004     64.4           
31.006         795.0275596    1.721e+004     64.4           
31.032         795.6481936    1.722e+004     64.4           
31.058         796.2693507    1.724e+004     64.5           
31.084         796.8910315    1.726e+004     64.5           
31.11          797.5132369    1.727e+004     64.5           
31.137         798.1359674    1.729e+004     64.5           
31.163         798.7592237    1.73e+004      64.5           
31.189         799.3830065    1.732e+004     64.6           
31.215         800.0073164    1.734e+004     64.6           
31.242         800.6321542    1.735e+004     64.6           
31.268         801.2575205    1.737e+004     64.6           
31.295         801.883416     1.738e+004     64.6           
31.321         802.5098414    1.74e+004      64.7           
31.348         803.1367974    1.742e+004     64.7           
31.374         803.7642846    1.743e+004     64.7           
31.401         804.3923037    1.745e+004     64.7           
31.428         805.0208555    1.746e+004     64.7           
31.454         805.6499405    1.748e+004     64.8           
31.481         806.2795596    1.75e+004      64.8           
31.508         806.9097134    1.751e+004     64.8           
31.534         807.5404025    1.753e+004     64.8           
31.561         808.1716277    1.755e+004     64.8           
31.588         808.8033896    1.756e+004     64.9           
31.615         809.4356891    1.758e+004     64.9           
31.642         810.0685266    1.759e+004     64.9           
31.669         810.7019031    1.761e+004     64.9           
31.696         811.3358191    1.763e+004     64.9           
31.723         811.9702753    1.764e+004     65             
31.75          812.6052725    1.766e+004     65             
31.777         813.2408114    1.768e+004     65             
31.804         813.8768927    1.769e+004     65             
31.831         814.513517     1.771e+004     65             
31.858         815.1506851    1.772e+004     65.1           
31.886         815.7883977    1.774e+004     65.1           
31.913         816.4266555    1.776e+004     65.1           
31.94          817.0654593    1.777e+004     65.1           
31.968         817.7048096    1.779e+004     65.1           
31.995         818.3447073    1.781e+004     65.2           
32.022         818.9851531    1.782e+004     65.2           
32.05          819.6261477    1.784e+004     65.2           
32.077         820.2676917    1.785e+004     65.2           
32.105         820.909786     1.787e+004     65.2           
32.132         821.5524312    1.789e+004     65.3           
32.16          822.1956281    1.79e+004      65.3           
32.187         822.8393774    1.792e+004     65.3           
32.215         823.4836798    1.794e+004     65.3           
32.243         824.128536     1.795e+004     65.3           
32.271         824.7739468    1.797e+004     65.4           
32.298         825.419913     1.799e+004     65.4           
32.326         826.0664351    1.8e+004       65.4           
32.354         826.7135141    1.802e+004     65.4           
32.382         827.3611505    1.804e+004     65.4           
32.41          828.0093452    1.805e+004     65.5           
32.438         828.6580989    1.807e+004     65.5           
32.466         829.3074122    1.809e+004     65.5           
32.494         829.9572861    1.81e+004      65.5           
32.522         830.6077212    1.812e+004     65.5           
32.55          831.2587182    1.814e+004     65.6           
32.578         831.9102779    1.815e+004     65.6           
32.606         832.562401     1.817e+004     65.6           
32.634         833.2150883    1.819e+004     65.6           
32.663         833.8683406    1.82e+004      65.6           
32.691         834.5221585    1.822e+004     65.7           
32.719         835.176543     1.824e+004     65.7           
32.748         835.8314946    1.825e+004     65.7           
32.776         836.4870141    1.827e+004     65.7           
32.804         837.1431024    1.829e+004     65.7           
32.833         837.7997601    1.83e+004      65.8           
32.861         838.4569881    1.832e+004     65.8           
32.89          839.114787     1.834e+004     65.8           
32.919         839.7731577    1.835e+004     65.8           
32.947         840.432101     1.837e+004     65.8           
32.976         841.0916175    1.839e+004     65.9           
33.005         841.751708     1.84e+004      65.9           
33.033         842.4123734    1.842e+004     65.9           
33.062         843.0736144    1.844e+004     65.9           
33.091         843.7354318    1.845e+004     65.9           
33.12          844.3978263    1.847e+004     66             
33.149         845.0607987    1.849e+004     66             
33.178         845.7243498    1.85e+004      66             
33.207         846.3884804    1.852e+004     66             
33.236         847.0531913    1.854e+004     66             
33.265         847.7184832    1.856e+004     66.1           
33.294         848.3843569    1.857e+004     66.1           
33.323         849.0508132    1.859e+004     66.1           
33.352         849.7178529    1.861e+004     66.1           
33.381         850.3854768    1.862e+004     66.1           
33.41          851.0536857    1.864e+004     66.2           
33.44          851.7224803    1.866e+004     66.2           
33.469         852.3918615    1.867e+004     66.2           
33.498         853.06183      1.869e+004     66.2           
33.528         853.7323867    1.871e+004     66.2           
33.557         854.4035323    1.873e+004     66.3           
33.587         855.0752677    1.874e+004     66.3           
33.616         855.7475936    1.876e+004     66.3           
33.646         856.4205109    1.878e+004     66.3           
33.675         857.0940203    1.879e+004     66.3           
33.705         857.7681227    1.881e+004     66.4           
33.735         858.4428189    1.883e+004     66.4           
33.765         859.1181096    1.885e+004     66.4           
33.794         859.7939957    1.886e+004     66.4           
33.824         860.4704781    1.888e+004     66.4           
33.854         861.1475574    1.89e+004      66.5           
33.884         861.8252346    1.891e+004     66.5           
33.914         862.5035104    1.893e+004     66.5           
33.944         863.1823857    1.895e+004     66.5           
33.974         863.8618613    1.897e+004     66.5           
34.004         864.5419381    1.898e+004     66.6           
34.034         865.2226167    1.9e+004       66.6           
34.064         865.9038981    1.902e+004     66.6           
34.094         866.5857832    1.904e+004     66.6           
34.124         867.2682726    1.905e+004     66.6           
34.155         867.9513673    1.907e+004     66.7           
34.185         868.6350681    1.909e+004     66.7           
34.215         869.3193758    1.911e+004     66.7           
34.246         870.0042913    1.912e+004     66.7           
34.276         870.6898154    1.914e+004     66.7           
34.307         871.3759489    1.916e+004     66.8           
34.337         872.0626927    1.918e+004     66.8           
34.368         872.7500476    1.919e+004     66.8           
34.398         873.4380145    1.921e+004     66.8           
34.429         874.1265942    1.923e+004     66.8           
34.46          874.8157876    1.924e+004     66.9           
34.49          875.5055955    1.926e+004     66.9           
34.521         876.1960188    1.928e+004     66.9           
34.552         876.8870583    1.93e+004      66.9           
34.583         877.5787149    1.932e+004     66.9           
34.614         878.2709894    1.933e+004     67             
34.645         878.9638827    1.935e+004     67             
34.676         879.6573957    1.937e+004     67             
34.707         880.3515292    1.939e+004     67             
34.738         881.046284     1.94e+004      67             
34.769         881.7416612    1.942e+004     67.1           
34.8           882.4376614    1.944e+004     67.1           
34.831         883.1342857    1.946e+004     67.1           
34.862         883.8315348    1.947e+004     67.1           
34.894         884.5294096    1.949e+004     67.1           
34.925         885.2279111    1.951e+004     67.2           
34.956         885.9270401    1.953e+004     67.2           
34.988         886.6267974    1.954e+004     67.2           
35.019         887.327184     1.956e+004     67.2           
35.051         888.0282007    1.958e+004     67.2           
35.082         888.7298485    1.96e+004      67.3           
35.114         889.4321281    1.962e+004     67.3           
35.146         890.1350406    1.963e+004     67.3           
35.177         890.8385867    1.965e+004     67.3           
35.209         891.5427674    1.967e+004     67.3           
35.241         892.2475836    1.969e+004     67.4           
35.273         892.9530362    1.97e+004      67.4           
35.304         893.6591261    1.972e+004     67.4           
35.336         894.3658541    1.974e+004     67.4           
35.368         895.0732212    1.976e+004     67.4           
35.4           895.7812282    1.978e+004     67.5           
35.432         896.4898762    1.979e+004     67.5           
35.464         897.1991659    1.981e+004     67.5           
35.497         897.9090984    1.983e+004     67.5           
35.529         898.6196744    1.985e+004     67.5           
35.561         899.330895     1.987e+004     67.6           
35.593         900.0427611    1.988e+004     67.6           
35.626         900.7552734    1.99e+004      67.6           
35.658         901.4684331    1.992e+004     67.6           
35.69          902.182241     1.994e+004     67.6           
35.723         902.896698     1.996e+004     67.7           
35.755         903.611805     1.997e+004     67.7           
35.788         904.327563     1.999e+004     67.7           
35.82          905.043973     2.001e+004     67.7           
35.853         905.7610357    2.003e+004     67.7           
35.886         906.4787523    2.005e+004     67.8           
35.919         907.1971235    2.006e+004     67.8           
35.951         907.9161504    2.008e+004     67.8           
35.984         908.6358339    2.01e+004      67.8           
36.017         909.3561749    2.012e+004     67.8           
36.05          910.0771744    2.014e+004     67.9           
36.083         910.7988333    2.016e+004     67.9           
36.116         911.5211525    2.017e+004     67.9           
36.149         912.2441331    2.019e+004     67.9           
36.182         912.9677759    2.021e+004     67.9           
36.215         913.692082     2.023e+004     68             
36.249         914.4170522    2.025e+004     68             
36.282         915.1426875    2.027e+004     68             
36.315         915.868989     2.028e+004     68             
36.348         916.5959575    2.03e+004      68             
36.382         917.323594     2.032e+004     68.1           
36.415         918.0518995    2.034e+004     68.1           
36.449         918.7808749    2.036e+004     68.1           
36.482         919.5105213    2.038e+004     68.1           
36.516         920.2408396    2.039e+004     68.1           
36.55          920.9718307    2.041e+004     68.2           
36.583         921.7034957    2.043e+004     68.2           
36.617         922.4358355    2.045e+004     68.2           
36.651         923.1688511    2.047e+004     68.2           
36.685         923.9025435    2.049e+004     68.2           
36.719         924.6369137    2.05e+004      68.3           
36.752         925.3719626    2.052e+004     68.3           
36.786         926.1076913    2.054e+004     68.3           
36.82          926.8441008    2.056e+004     68.3           
36.855         927.5811919    2.058e+004     68.3           
36.889         928.3189659    2.06e+004      68.4           
36.923         929.0574235    2.062e+004     68.4           
36.957         929.7965659    2.063e+004     68.4           
36.991         930.536394     2.065e+004     68.4           
37.026         931.2769088    2.067e+004     68.4           
37.06          932.0181114    2.069e+004     68.5           
37.095         932.7600028    2.071e+004     68.5           
37.129         933.5025839    2.073e+004     68.5           
37.164         934.2458558    2.075e+004     68.5           
37.198         934.9898195    2.077e+004     68.5           
37.233         935.7344761    2.078e+004     68.6           
37.268         936.4798264    2.08e+004      68.6           
37.302         937.2258716    2.082e+004     68.6           
37.337         937.9726128    2.084e+004     68.6           
37.372         938.7200508    2.086e+004     68.6           
37.407         939.4681867    2.088e+004     68.7           
37.442         940.2170217    2.09e+004      68.7           
37.477         940.9665566    2.092e+004     68.7           
37.512         941.7167926    2.093e+004     68.7           
37.547         942.4677307    2.095e+004     68.7           
37.582         943.2193719    2.097e+004     68.8           
37.617         943.9717172    2.099e+004     68.8           
37.653         944.7247678    2.101e+004     68.8           
37.688         945.4785247    2.103e+004     68.8           
37.723         946.2329888    2.105e+004     68.8           
37.759         946.9881613    2.107e+004     68.9           
37.794         947.7440433    2.109e+004     68.9           
37.83          948.5006357    2.11e+004      68.9           
37.865         949.2579396    2.112e+004     68.9           
37.901         950.0159562    2.114e+004     68.9           
37.937         950.7746864    2.116e+004     69             
37.972         951.5341314    2.118e+004     69             
38.008         952.2942921    2.12e+004      69             
38.044         953.0551697    2.122e+004     69             
38.08          953.8167653    2.124e+004     69             
38.116         954.5790799    2.126e+004     69.1           
38.152         955.3421146    2.128e+004     69.1           
38.188         956.1058705    2.129e+004     69.1           
38.224         956.8703486    2.131e+004     69.1           
38.26          957.6355501    2.133e+004     69.1           
38.296         958.4014761    2.135e+004     69.2           
38.333         959.1681276    2.137e+004     69.2           
38.369         959.9355057    2.139e+004     69.2           
38.405         960.7036115    2.141e+004     69.2           
38.442         961.4724462    2.143e+004     69.2           
38.478         962.2420107    2.145e+004     69.3           
38.515         963.0123064    2.147e+004     69.3           
38.551         963.7833341    2.149e+004     69.3           
38.588         964.5550951    2.151e+004     69.3           
38.625         965.3275904    2.153e+004     69.3           
38.662         966.1008212    2.154e+004     69.4           
38.698         966.8747886    2.156e+004     69.4           
38.735         967.6494937    2.158e+004     69.4           
38.772         968.4249376    2.16e+004      69.4           
38.809         969.2011215    2.162e+004     69.4           
38.846         969.9780464    2.164e+004     69.5           
38.883         970.7557136    2.166e+004     69.5           
38.921         971.534124     2.168e+004     69.5           
38.958         972.313279     2.17e+004      69.5           
38.995         973.0931795    2.172e+004     69.5           
39.032         973.8738268    2.174e+004     69.6           
39.07          974.655222     2.176e+004     69.6           
39.107         975.4373663    2.178e+004     69.6           
39.145         976.2202607    2.18e+004      69.6           
39.182         977.0039064    2.182e+004     69.6           
39.22          977.7883046    2.184e+004     69.7           
39.258         978.5734565    2.186e+004     69.7           
39.295         979.3593631    2.188e+004     69.7           
39.333         980.1460257    2.19e+004      69.7           
39.371         980.9334454    2.191e+004     69.7           
39.409         981.7216234    2.193e+004     69.8           
39.447         982.5105609    2.195e+004     69.8           
39.485         983.300259     2.197e+004     69.8           
39.523         984.0907189    2.199e+004     69.8           
39.561         984.8819418    2.201e+004     69.8           
39.599         985.6739288    2.203e+004     69.9           
39.638         986.4666812    2.205e+004     69.9           
39.676         987.2602       2.207e+004     69.9           
39.714         988.0544866    2.209e+004     69.9           
39.753         988.8495421    2.211e+004     69.9           
39.791         989.6453677    2.213e+004     70             
39.83          990.4419646    2.215e+004     70             
39.868         991.239334     2.217e+004     70             
39.907         992.0374771    2.219e+004     70             
39.946         992.836395     2.221e+004     70             
39.985         993.6360891    2.223e+004     70.1           
40.024         994.4365605    2.225e+004     70.1           
40.062         995.2378104    2.227e+004     70.1           
40.101         996.03984      2.229e+004     70.1           
40.141         996.8426507    2.231e+004     70.1           
40.18          997.6462435    2.233e+004     70.2           
40.219         998.4506197    2.235e+004     70.2           
40.258         999.2557805    2.237e+004     70.2           
40.297         1000.061727    2.239e+004     70.2           
40.337         1000.868461    2.241e+004     70.2           
40.376         1001.675983    2.243e+004     70.3           
40.416         1002.484295    2.245e+004     70.3           
40.455         1003.293397    2.247e+004     70.3           
40.495         1004.103292    2.249e+004     70.3           
40.534         1004.91398     2.251e+004     70.3           
40.574         1005.725462    2.253e+004     70.4           
40.614         1006.537741    2.255e+004     70.4           
40.654         1007.350816    2.257e+004     70.4           
40.694         1008.16469     2.259e+004     70.4           
40.734         1008.979363    2.261e+004     70.4           
40.774         1009.794837    2.263e+004     70.5           
40.814         1010.611113    2.265e+004     70.5           
40.854         1011.428193    2.267e+004     70.5           
40.894         1012.246077    2.269e+004     70.5           
40.935         1013.064767    2.271e+004     70.5           
40.975         1013.884265    2.273e+004     70.6           
41.015         1014.704571    2.275e+004     70.6           
41.056         1015.525686    2.277e+004     70.6           
41.096         1016.347613    2.279e+004     70.6           
41.137         1017.170353    2.281e+004     70.6           
41.178         1017.993905    2.283e+004     70.7           
41.218         1018.818273    2.286e+004     70.7           
41.259         1019.643458    2.288e+004     70.7           
41.3           1020.469459    2.29e+004      70.7           
41.341         1021.29628     2.292e+004     70.7           
41.382         1022.123921    2.294e+004     70.8           
41.423         1022.952383    2.296e+004     70.8           
41.464         1023.781668    2.298e+004     70.8           
41.505         1024.611778    2.3e+004       70.8           
41.547         1025.442713    2.302e+004     70.8           
41.588         1026.274474    2.304e+004     70.9           
41.629         1027.107064    2.306e+004     70.9           
41.671         1027.940483    2.308e+004     70.9           
41.713         1028.774733    2.31e+004      70.9           
41.754         1029.609816    2.312e+004     70.9           
41.796         1030.445731    2.314e+004     71             
41.838         1031.282482    2.316e+004     71             
41.879         1032.120069    2.318e+004     71             
41.921         1032.958493    2.32e+004      71             
41.963         1033.797756    2.322e+004     71             
42.005         1034.63786     2.325e+004     71.1           
42.047         1035.478805    2.327e+004     71.1           
42.089         1036.320593    2.329e+004     71.1           
42.132         1037.163225    2.331e+004     71.1           
42.174         1038.006704    2.333e+004     71.1           
42.216         1038.851029    2.335e+004     71.2           
42.259         1039.696203    2.337e+004     71.2           
42.301         1040.542227    2.339e+004     71.2           
42.344         1041.389101    2.341e+004     71.2           
42.386         1042.236829    2.343e+004     71.2           
42.429         1043.085411    2.345e+004     71.3           
42.472         1043.934848    2.347e+004     71.3           
42.515         1044.785142    2.349e+004     71.3           
42.558         1045.636294    2.352e+004     71.3           
42.601         1046.488306    2.354e+004     71.3           
42.644         1047.341179    2.356e+004     71.4           
42.687         1048.194914    2.358e+004     71.4           
42.73          1049.049514    2.36e+004      71.4           
42.773         1049.904978    2.362e+004     71.4           
42.817         1050.76131     2.364e+004     71.4           
42.86          1051.618509    2.366e+004     71.5           
42.903         1052.476578    2.368e+004     71.5           
42.947         1053.335518    2.37e+004      71.5           
42.991         1054.195331    2.373e+004     71.5           
43.034         1055.056018    2.375e+004     71.5           
43.078         1055.91758     2.377e+004     71.6           
43.122         1056.780018    2.379e+004     71.6           
43.166         1057.643336    2.381e+004     71.6           
43.21          1058.507532    2.383e+004     71.6           
43.254         1059.37261     2.385e+004     71.6           
43.298         1060.238571    2.387e+004     71.7           
43.342         1061.105416    2.39e+004      71.7           
43.387         1061.973146    2.392e+004     71.7           
43.431         1062.841764    2.394e+004     71.7           
43.475         1063.71127     2.396e+004     71.7           
43.52          1064.581666    2.398e+004     71.8           
43.564         1065.452953    2.4e+004       71.8           
43.609         1066.325134    2.402e+004     71.8           
43.654         1067.198209    2.404e+004     71.8           
43.699         1068.07218     2.407e+004     71.8           
43.743         1068.947048    2.409e+004     71.9           
43.788         1069.822816    2.411e+004     71.9           
43.833         1070.699484    2.413e+004     71.9           
43.879         1071.577054    2.415e+004     71.9           
43.924         1072.455528    2.417e+004     71.9           
43.969         1073.334906    2.419e+004     72             
44.014         1074.215191    2.422e+004     72             
44.06          1075.096385    2.424e+004     72             
44.105         1075.978488    2.426e+004     72             
44.151         1076.861502    2.428e+004     72             
44.196         1077.745429    2.43e+004      72.1           
44.242         1078.63027     2.432e+004     72.1           
44.288         1079.516027    2.434e+004     72.1           
44.334         1080.402702    2.437e+004     72.1           
44.38          1081.290295    2.439e+004     72.1           
44.426         1082.178809    2.441e+004     72.2           
44.472         1083.068245    2.443e+004     72.2           
44.518         1083.958604    2.445e+004     72.2           
44.564         1084.849889    2.447e+004     72.2           
44.611         1085.7421      2.45e+004      72.2           
44.657         1086.63524     2.452e+004     72.3           
44.703         1087.52931     2.454e+004     72.3           
44.75          1088.424311    2.456e+004     72.3           
44.797         1089.320245    2.458e+004     72.3           
44.843         1090.217114    2.461e+004     72.3           
44.89          1091.114919    2.463e+004     72.4           
44.937         1092.013663    2.465e+004     72.4           
44.984         1092.913345    2.467e+004     72.4           
45.031         1093.813969    2.469e+004     72.4           
45.078         1094.715536    2.471e+004     72.4           
45.126         1095.618046    2.474e+004     72.5           
45.173         1096.521503    2.476e+004     72.5           
45.22          1097.425908    2.478e+004     72.5           
45.268         1098.331261    2.48e+004      72.5           
45.315         1099.237566    2.482e+004     72.5           
45.363         1100.144823    2.485e+004     72.6           
45.411         1101.053034    2.487e+004     72.6           
45.458         1101.962202    2.489e+004     72.6           
45.506         1102.872326    2.491e+004     72.6           
45.554         1103.78341     2.493e+004     72.6           
45.602         1104.695454    2.496e+004     72.7           
45.65          1105.608461    2.498e+004     72.7           
45.699         1106.522432    2.5e+004       72.7           
45.747         1107.437369    2.502e+004     72.7           
45.795         1108.353274    2.505e+004     72.7           
45.844         1109.270147    2.507e+004     72.8           
45.892         1110.187992    2.509e+004     72.8           
45.941         1111.106809    2.511e+004     72.8           
45.99          1112.0266      2.513e+004     72.8           
46.038         1112.947367    2.516e+004     72.8           
46.087         1113.869112    2.518e+004     72.9           
46.136         1114.791836    2.52e+004      72.9           
46.185         1115.715542    2.522e+004     72.9           
46.234         1116.64023     2.525e+004     72.9           
46.284         1117.565902    2.527e+004     72.9           
46.333         1118.492561    2.529e+004     73             
46.382         1119.420208    2.531e+004     73             
46.432         1120.348845    2.534e+004     73             
46.481         1121.278473    2.536e+004     73             
46.531         1122.209095    2.538e+004     73             
46.581         1123.140711    2.54e+004      73.1           
46.631         1124.073324    2.542e+004     73.1           
46.681         1125.006936    2.545e+004     73.1           
46.731         1125.941548    2.547e+004     73.1           
46.781         1126.877161    2.549e+004     73.1           
46.831         1127.813779    2.552e+004     73.2           
46.881         1128.751403    2.554e+004     73.2           
46.932         1129.690033    2.556e+004     73.2           
46.982         1130.629673    2.558e+004     73.2           
47.033         1131.570324    2.561e+004     73.2           
47.083         1132.511988    2.563e+004     73.3           
47.134         1133.454666    2.565e+004     73.3           
47.185         1134.39836     2.567e+004     73.3           
47.236         1135.343073    2.57e+004      73.3           
47.287         1136.288806    2.572e+004     73.3           
47.338         1137.23556     2.574e+004     73.4           
47.389         1138.183339    2.576e+004     73.4           
47.44          1139.132142    2.579e+004     73.4           
47.492         1140.081973    2.581e+004     73.4           
47.543         1141.032834    2.583e+004     73.4           
47.595         1141.984725    2.586e+004     73.5           
47.646         1142.937649    2.588e+004     73.5           
47.698         1143.891608    2.59e+004      73.5           
47.75          1144.846604    2.592e+004     73.5           
47.802         1145.802638    2.595e+004     73.5           
47.854         1146.759712    2.597e+004     73.6           
47.906         1147.717829    2.599e+004     73.6           
47.958         1148.676989    2.602e+004     73.6           
48.01          1149.637196    2.604e+004     73.6           
48.063         1150.598451    2.606e+004     73.6           
48.115         1151.560755    2.609e+004     73.7           
48.168         1152.524111    2.611e+004     73.7           
48.22          1153.488521    2.613e+004     73.7           
48.273         1154.453986    2.615e+004     73.7           
48.326         1155.420508    2.618e+004     73.7           
48.379         1156.38809     2.62e+004      73.8           
48.432         1157.356734    2.622e+004     73.8           
48.485         1158.32644     2.625e+004     73.8           
48.539         1159.297212    2.627e+004     73.8           
48.592         1160.269051    2.629e+004     73.8           
48.645         1161.241959    2.632e+004     73.9           
48.699         1162.215937    2.634e+004     73.9           
48.753         1163.190989    2.636e+004     73.9           
48.806         1164.167116    2.639e+004     73.9           
48.86          1165.14432     2.641e+004     73.9           
48.914         1166.122603    2.643e+004     74             
48.968         1167.101966    2.646e+004     74             
49.022         1168.082413    2.648e+004     74             
49.077         1169.063944    2.65e+004      74             
49.131         1170.046562    2.653e+004     74             
49.185         1171.030269    2.655e+004     74.1           
49.24          1172.015068    2.657e+004     74.1           
49.295         1173.000958    2.66e+004      74.1           
49.349         1173.987944    2.662e+004     74.1           
49.404         1174.976027    2.664e+004     74.1           
49.459         1175.965209    2.667e+004     74.2           
49.514         1176.955492    2.669e+004     74.2           
49.569         1177.946878    2.671e+004     74.2           
49.625         1178.939369    2.674e+004     74.2           
49.68          1179.932967    2.676e+004     74.2           
49.735         1180.927675    2.679e+004     74.3           
49.791         1181.923494    2.681e+004     74.3           
49.847         1182.920426    2.683e+004     74.3           
49.902         1183.918474    2.686e+004     74.3           
49.958         1184.917639    2.688e+004     74.3           
50.014         1185.917924    2.69e+004      74.4           
50.07          1186.919331    2.693e+004     74.4           
50.127         1187.921862    2.695e+004     74.4           
50.183         1188.925518    2.697e+004     74.4           
50.239         1189.930303    2.7e+004       74.4           
50.296         1190.936218    2.702e+004     74.5           
50.352         1191.943265    2.705e+004     74.5           
50.409         1192.951447    2.707e+004     74.5           
50.466         1193.960765    2.709e+004     74.5           
50.523         1194.971222    2.712e+004     74.5           
50.58          1195.98282     2.714e+004     74.6           
50.637         1196.995561    2.717e+004     74.6           
50.694         1198.009448    2.719e+004     74.6           
50.752         1199.024481    2.721e+004     74.6           
50.809         1200.040664    2.724e+004     74.6           
50.867         1201.058       2.726e+004     74.7           
50.924         1202.076488    2.729e+004     74.7           
50.982         1203.096134    2.731e+004     74.7           
51.04          1204.116937    2.733e+004     74.7           
51.098         1205.138901    2.736e+004     74.7           
51.156         1206.162028    2.738e+004     74.8           
51.215         1207.186319    2.741e+004     74.8           
51.273         1208.211778    2.743e+004     74.8           
51.331         1209.238407    2.745e+004     74.8           
51.39          1210.266207    2.748e+004     74.8           
51.449         1211.295181    2.75e+004      74.9           
51.508         1212.325331    2.753e+004     74.9           
51.566         1213.35666     2.755e+004     74.9           
51.625         1214.389169    2.758e+004     74.9           
51.685         1215.422861    2.76e+004      74.9           
51.744         1216.457739    2.762e+004     75             
51.803         1217.493804    2.765e+004     75             
51.863         1218.531059    2.767e+004     75             
51.922         1219.569506    2.77e+004      75             
51.982         1220.609148    2.772e+004     75             
52.042         1221.649986    2.775e+004     75.1           
52.102         1222.692023    2.777e+004     75.1           
52.162         1223.735262    2.78e+004      75.1           
52.222         1224.779704    2.782e+004     75.1           
52.282         1225.825353    2.784e+004     75.1           
52.343         1226.87221     2.787e+004     75.2           
52.403         1227.920277    2.789e+004     75.2           
52.464         1228.969558    2.792e+004     75.2           
52.525         1230.020054    2.794e+004     75.2           
52.586         1231.071769    2.797e+004     75.2           
52.647         1232.124703    2.799e+004     75.3           
52.708         1233.17886     2.802e+004     75.3           
52.769         1234.234242    2.804e+004     75.3           
52.83          1235.290851    2.807e+004     75.3           
52.892         1236.348691    2.809e+004     75.3           
52.954         1237.407762    2.812e+004     75.4           
53.015         1238.468068    2.814e+004     75.4           
53.077         1239.529612    2.817e+004     75.4           
53.139         1240.592394    2.819e+004     75.4           
53.201         1241.656419    2.821e+004     75.4           
53.263         1242.721688    2.824e+004     75.5           
53.326         1243.788204    2.826e+004     75.5           
53.388         1244.85597     2.829e+004     75.5           
53.451         1245.924987    2.831e+004     75.5           
53.514         1246.995259    2.834e+004     75.5           
53.576         1248.066787    2.836e+004     75.6           
53.639         1249.139575    2.839e+004     75.6           
53.702         1250.213624    2.841e+004     75.6           
53.766         1251.288938    2.844e+004     75.6           
53.829         1252.365518    2.846e+004     75.6           
53.892         1253.443368    2.849e+004     75.7           
